,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
533,2017.09.14,12677,"N17W80(898"",256"")",/,/,/,/,-
534,2017.09.14,12678,"N11W75(905"",150"")",/,/,/,/,-
535,2017.09.15,12680,"N08E01(-16"",13"")",α/α,Hsx/Hsx,0120/0120,01/01,-
536,2017.09.15,12677,"N17W91(912"",278"")",/,/,/,/,-
537,2017.09.15,12678,"N11W89(936"",178"")",/,/,/,/,-
538,2017.09.16,12680,"N08W12(197"",16"")",α/α,Hsx/Hsx,0080/0120,03/01,-
539,2017.09.17,12680,"N08W25(401"",25"")",α/α,Hsx/Hsx,0090/0080,03/03,-
540,2017.09.18,12680,"N08W39(596"",40"")",α/α,Hax/Hsx,0080/0090,03/03,-
541,2017.09.19,12680,"N08W52(747"",59"")",α/α,Hsx/Hax,0080/0080,02/03,-
542,2017.09.20,12680,"N08W65(858"",82"")",α/α,Hsx/Hsx,0050/0080,01/02,-
543,2017.09.21,12680,"N08W79(929"",109"")",α/α,Hsx/Hsx,0060/0050,01/01,-
544,2017.09.21,12681,"S12E61(-818"",-253"")",α/-,Hsx/---,0060/----,01/--,-
545,2017.09.22,12680,"N08W91(946"",134"")",α/α,Hsx/Hsx,0050/0060,01/01,-
546,2017.09.22,12681,"S13E47(-682"",-291"")",α/α,Hsx/Hsx,0080/0060,01/01,-
547,2017.09.23,12680,"N07W91(948"",117"")",α/α,Hsx/Hsx,0060/0050,01/01,-
548,2017.09.23,12681,"S13E32(-495"",-310"")",α/α,Hsx/Hsx,0080/0080,01/01,-
549,2017.09.24,12681,"S13E18(-289"",-322"")",β/α,Cso/Hsx,0090/0080,02/01,-
550,2017.09.25,12681,"S13E05(-81"",-326"")",α/β,Hsx/Cso,0090/0090,01/02,-
551,2017.09.25,12682,"S09E57(-794"",-211"")",α/-,Hsx/---,0180/----,01/--,-
552,2017.09.26,12681,"S12W10(163"",-309"")",β/α,Cso/Hsx,0100/0090,03/01,-
553,2017.09.26,12682,"S10E45(-668"",-245"")",α/α,Hax/Hsx,0200/0180,01/01,-
554,2017.09.26,12683,"N11E62(-831"",128"")",α/-,Hkx/---,0260/----,02/--,C1.8(02:29)  / -
555,2017.09.27,12681,"S15W23(362"",-348"")",β/β,Cso/Cso,0120/0100,07/03,-
556,2017.09.27,12682,"S11E32(-499"",-277"")",α/α,Hax/Hax,0180/0200,01/01,-
557,2017.09.27,12683,"N12E46(-675"",120"")",β/α,Dao/Hkx,0160/0260,02/02,C1.7(00:50)/ C1.8(02:29)
558,2017.09.28,12681,"S13W35(536"",-305"")",α/β,Hsx/Cso,0080/0120,01/07,-
559,2017.09.28,12682,"S10E17(-276"",-273"")",α/α,Hax/Hax,0180/0180,02/01,-
560,2017.09.28,12683,"N13E32(-496"",120"")",α/β,Hkx/Dao,0270/0160,02/02,- / C1.7(00:50)
561,2017.09.29,12681,"S14W49(703"",-302"")",α/α,Hsx/Hsx,0070/0080,01/01,-
562,2017.09.29,12682,"S09E07(-115"",-260"")",β/α,Cao/Hax,0130/0180,07/02,-
563,2017.09.29,12683,"N14E12(-194"",123"")",α/α,Hkx/Hkx,0280/0270,02/02,-
564,2017.09.30,12681,"S14W62(822"",-281"")",α/α,Hsx/Hsx,0070/0070,01/01,-
565,2017.09.30,12682,"S09W06(99"",-260"")",β/β,Cao/Cao,0120/0130,06/07,-
566,2017.09.30,12683,"N14E07(-113"",122"")",α/α,Hkx/Hkx,0270/0280,02/02,-
567,2017.10.01,12681,"S14W75(898"",-258"")",α/α,Hsx/Hsx,0060/0070,01/01,-
568,2017.10.01,12682,"S11W19(307"",-286"")",β/β,Cso/Cao,0110/0120,05/06,-
569,2017.10.01,12683,"N13W06(98"",106"")",α/α,Hkx/Hkx,0270/0270,02/02,-
570,2017.10.02,12681,"S14W88(929"",-234"")",α/α,Hsx/Hsx,0060/0060,01/01,-
571,2017.10.02,12682,"S11W32(500"",-274"")",α/β,Hsx/Cso,0100/0110,01/05,-
572,2017.10.02,12683,"N13W19(305"",112"")",α/α,Hkx/Hkx,0270/0270,02/02,-
573,2017.10.03,12682,"S10W49(714"",-236"")",α/α,Hsx/Hsx,0110/0100,01/01,-
574,2017.10.03,12683,"N13W33(510"",125"")",α/α,Hkx/Hkx,0290/0270,04/02,-
575,2017.10.03,12681,"S13W91(933"",-212"")",/α,/Hsx,/0060,/01,-
576,2017.10.04,12682,"S10W61(827"",-217"")",α/α,Hsx/Hsx,0120/0110,01/01,-
577,2017.10.04,12683,"N13W46(674"",141"")",β/α,Cko/Hkx,0330/0290,04/04,-
578,2017.10.05,12682,"S10W75(913"",-193"")",α/α,Hsx/Hsx,0130/0120,01/01,-
579,2017.10.05,12683,"N13W59(803"",160"")",β/β,Cko/Cko,0300/0330,06/04,C1.0(13:26)  / -
580,2017.10.06,12682,"S10W88(944"",-169"")",α/α,Hsx/Hsx,0120/0130,01/01,-
581,2017.10.06,12683,"N13W72(890"",182"")",β/β,Cko/Cko,0280/0300,05/06,- / C1.0(13:26)
582,2017.10.07,12682,"S11W91(941"",-180"")",α/α,Hsx/Hsx,0120/0120,01/01,-
583,2017.10.07,12683,"N13W85(932"",205"")",α/β,Hkx/Cko,0270/0280,01/05,-
584,2017.10.08,12683,"N13W91(935"",216"")",α/α,Hax/Hkx,0220/0270,01/01,-
585,2017.10.16,12684,"N11W46(681"",117"")",β/-,Bxo/---,0010/----,02/--,-
586,2017.10.17,12684,"N11W60(820"",136"")",/β,/Bxo,/0010,/02,-
587,2017.10.18,12684,"N11W74(909"",157"")",/,/,/,/,-
588,2017.10.19,12684,"N11W88(944"",179"")",/,/,/,/,-
589,2017.10.20,12684,"N11W91(945"",184"")",/,/,/,/,-
590,2017.10.22,12685,"S11E60(-821"",-226"")",α/-,Hax/---,0050/----,01/--,-
591,2017.10.23,12685,"S09E44(-663"",-212"")",α/α,Hax/Hax,0070/0050,03/01,-
592,2017.10.24,12685,"S09E31(-492"",-223"")",α/α,Hax/Hax,0060/0070,01/03,-
593,2017.10.24,12686,"N12E53(-755"",150"")",α/-,Hax/---,0030/----,02/--,-
594,2017.10.25,12685,"S09E17(-279"",-230"")",α/α,Hsx/Hax,0060/0060,01/01,-
595,2017.10.25,12686,"N12E39(-595"",136"")",α/α,Hax/Hax,0030/0030,02/02,-
596,2017.10.26,12685,"S09E03(-50"",-232"")",α/α,Hsx/Hsx,0050/0060,02/01,-
597,2017.10.26,12686,"N12E25(-400"",127"")",α/α,Hsx/Hax,0020/0030,02/02,-
598,2017.10.27,12685,"S09W10(166"",-229"")",α/α,Hsx/Hsx,0030/0050,01/02,-
599,2017.10.27,12686,"N12E13(-213"",123"")",α/α,Hrx/Hsx,0020/0020,02/02,-
600,2017.10.28,12685,"S09W23(374"",-223"")",α/α,Hrx/Hsx,0030/0030,01/01,-
601,2017.10.28,12686,"N13E01(-16"",140"")",α/α,Hax/Hrx,0030/0020,02/02,-
602,2017.10.29,12685,"S08W34(536"",-198"")",α/α,Hrx/Hrx,0010/0030,01/01,-
603,2017.10.29,12686,"N13W10(164"",142"")",α/α,Hrx/Hax,0010/0030,01/02,-
604,2017.10.30,12685,"S09W46(688"",-203"")",α/α,Axx/Hrx,0010/0010,01/01,-
605,2017.10.30,12686,"N13W24(384"",149"")",α/α,Hrx/Hrx,0010/0010,02/01,-
606,2017.10.31,12685,"S09W61(836"",-186"")",α/α,Axx/Axx,0000/0010,01/01,-
607,2017.10.31,12686,"N13W38(581"",160"")",α/α,Axx/Hrx,0010/0010,01/02,-
608,2017.11.01,12686,"N13W51(733"",172"")",α/α,Axx/Axx,0000/0010,01/01,-
609,2017.11.01,12685,"S09W75(923"",-169"")",/α,/Axx,/0000,/01,-
610,2017.11.02,12685,"S09W89(954"",-152"")",/,/,/,/,-
611,2017.11.02,12686,"N13W65(855"",188"")",/α,/Axx,/0000,/01,-
612,2017.11.03,12686,"N13W79(925"",204"")",/,/,/,/,-
613,2017.11.04,12686,"N13W91(942"",218"")",/,/,/,/,-
614,2017.11.15,12687,"S08E52(-758"",-163"")",β/-,Cao/---,0050/----,04/--,-
615,2017.11.16,12687,"S07E43(-658"",-150"")",β/β,Cao/Cao,0090/0050,04/04,-
616,2017.11.17,12687,"S08E27(-437"",-173"")",β/β,Cao/Cao,0090/0090,05/04,-
617,2017.11.18,12687,"S08E19(-314"",-173"")",α/β,Hax/Cao,0060/0090,04/05,-
618,2017.11.18,12688,"N11W44(663"",156"")",β/-,Bxo/---,0010/----,02/--,-
619,2017.11.19,12687,"S09E06(-100"",-190"")",α/α,Hrx/Hax,0030/0060,04/04,-
620,2017.11.19,12688,"N11W57(800"",164"")",/β,/Bxo,/0010,/02,-
621,2017.11.20,12687,"S09W08(134"",-188"")",/α,/Hrx,/0030,/04,-
622,2017.11.20,12688,"N11W71(902"",173"")",/,/,/,/,-
623,2017.11.21,12687,"S09W22(360"",-184"")",/,/,/,/,-
624,2017.11.21,12688,"N11W85(949"",182"")",/,/,/,/,-
625,2017.11.22,12687,"S09W36(565"",-178"")",/,/,/,/,-
626,2017.11.22,12688,"N11W91(952"",185"")",/,/,/,/,-
627,2017.11.23,12687,"S09W50(737"",-171"")",/,/,/,/,-
628,2017.11.24,12687,"S09W64(864"",-164"")",/,/,/,/,-
629,2017.11.25,12687,"S09W78(939"",-157"")",/,/,/,/,-
630,2017.11.26,12689,"N13W20(325"",197"")",β/-,Cso/---,0020/----,03/--,-
631,2017.11.26,12687,"S09W91(959"",-151"")",/,/,/,/,-
632,2017.11.27,12689,"N13W33(517"",201"")",β/β,Cao/Cso,0060/0020,05/03,-
633,2017.11.28,12689,"N13W46(683"",206"")",β/β,Cso/Cao,0060/0060,05/05,-
634,2017.11.29,12689,"N12W61(833"",194"")",β/β,Cao/Cso,0060/0060,04/05,-
635,2017.11.30,12689,"N12W77(927"",199"")",α/β,Hax/Cao,0040/0060,02/04,-
636,2017.12.01,12689,"N13W90(947"",218"")",α/α,Hrx/Hax,0040/0040,01/02,-
637,2017.12.02,12689,"N13W91(947"",218"")",/α,/Hrx,/0040,/01,-
638,2017.12.07,12690,"N07W29(470"",118"")",β/-,Bxo/---,0010/----,03/--,-
639,2017.12.08,12690,"N06W44(674"",103"")",α/β,Axx/Bxo,0010/0010,01/03,-
640,2017.12.09,12690,"N06W58(823"",104"")",/α,/Axx,/0010,/01,-
641,2017.12.10,12690,"N06W71(917"",104"")",/,/,/,/,-
642,2017.12.11,12691,"S03E30(-488"",-43"")",α/-,Axx/---,0010/----,01/--,-
643,2017.12.11,12690,"N06W84(963"",102"")",/,/,/,/,-
644,2017.12.12,12691,"S03E17(-285"",-40"")",β/α,Bxo/Axx,0010/0010,03/01,-
645,2017.12.12,12690,"N06W91(968"",101"")",/,/,/,/,-
646,2017.12.13,12691,"S03E04(-68"",-38"")",β/β,Bxo/Bxo,0010/0010,03/03,-
647,2017.12.14,12691,"S03W11(186"",-36"")",/β,/Bxo,/0010,/03,-
648,2017.12.15,12691,"S03W24(397"",-35"")",/,/,/,/,-
649,2017.12.16,12691,"S03W37(587"",-35"")",/,/,/,/,-
650,2017.12.17,12691,"S03W50(747"",-37"")",/,/,/,/,-
651,2017.12.18,12691,"S03W64(876"",-40"")",/,/,/,/,-
652,2017.12.20,12691,"S03W91(973"",-51"")",/-,/---,/----,/--,-
653,2017.12.21,12692,"N16E33(-512"",293"")",β/-,Cao/---,0070/----,06/--,-
654,2017.12.22,12692,"N18E18(-287"",331"")",β/β,Dao/Cao,0070/0070,08/06,-
655,2017.12.23,12692,"N18E04(-64"",335"")",β/β,Dao/Dao,0070/0070,08/08,-
656,2017.12.24,12692,"N18W09(145"",336"")",β/β,Dao/Dao,0090/0070,12/08,-
657,2017.12.25,12692,"N18W21(333"",336"")",β/β,Eai/Dao,0160/0090,12/12,-
658,2017.12.26,12692,"N18W35(533"",333"")",β/β,Eao/Eai,0100/0160,07/12,-
659,2017.12.27,12692,"N18W47(680"",329"")",β/β,Cro/Eao,0030/0100,04/07,-
660,2017.12.28,12692,"N17W58(792"",308"")",α/β,Axx/Cro,0010/0030,01/04,-
661,2017.12.29,12692,"N17W72(888"",299"")",/α,/Axx,/0010,/01,-
662,2017.12.30,12692,"N17W86(930"",288"")",/,/,/,/,-
663,2017.12.31,12692,"N17W91(932"",283"")",/,/,/,/,-
