,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
294,2020.11.29,12784,"N32W81(815"",513"")",/,/,/,/,-
295,2020.11.30,12783,"S22W91(901"",-363"")",α/α,Hsx/Hsx,0020/0050,01/01,-
296,2020.11.30,12785,"S23W34(502"",-392"")",α/β,Hsx/Fso,0090/0120,01/08,-
297,2020.11.30,12786,"S17W09(146"",-299"")",βγ/βγ,Fki/Fko,0770/0780,13/17,- / C1.6(11:24) C1.3(00:59)C1.3(00:50)
298,2020.11.30,12787,"N29E25(-360"",461"")",α/α,Axx/Axx,0010/0010,01/01,-
299,2020.11.30,12788,"S26W19(285"",-440"")",β/-,Cro/---,0030/----,07/--,-
300,2020.11.30,12789,"S25E31(-455"",-424"")",α/-,Axx/---,0010/----,01/--,-
301,2020.11.30,12784,"N32W91(824"",515"")",/,/,/,/,-
302,2020.12.01,12785,"S22W46(650"",-373"")",α/α,Hsx/Hsx,0100/0090,01/01,-
303,2020.12.01,12786,"S17W22(349"",-296"")",β/βγ,Cki/Fki,0590/0770,17/13,-
304,2020.12.01,12787,"N30E12(-175"",477"")",α/α,Axx/Axx,0010/0010,01/01,-
305,2020.12.01,12788,"S29W30(426"",-482"")",α/β,Axx/Cro,0010/0030,03/07,-
306,2020.12.01,12789,"S25E17(-258"",-423"")",/α,/Axx,/0010,/01,-
307,2020.12.02,12785,"S22W60(782"",-370"")",α/α,Hsx/Hsx,0090/0100,01/01,-
308,2020.12.02,12786,"S17W39(587"",-293"")",β/β,Cko/Cki,0430/0590,12/17,- / C1.4(23:11)
309,2020.12.02,12790,"S23E50(-687"",-387"")",β/-,Cso/---,0100/----,03/--,-
310,2020.12.02,12787,"N30W02(29"",479"")",/α,/Axx,/0010,/01,-
311,2020.12.02,12788,"S27W46(625"",-449"")",/α,/Axx,/0010,/03,-
312,2020.12.02,12789,"S25E03(-46"",-422"")",/,/,/,/,-
313,2020.12.03,12785,"S22W72(859"",-367"")",α/α,Hsx/Hsx,0080/0090,01/01,-
314,2020.12.03,12786,"S17W52(735"",-290"")",α/β,Hkx/Cko,0370/0430,06/12,C1.7(01:45)  / -
315,2020.12.03,12790,"S23E38(-553"",-387"")",β/β,Cao/Cso,0080/0100,04/03,C1.2(09:55)  / -
316,2020.12.03,12787,"N30W16(233"",481"")",/,/,/,/,-
317,2020.12.03,12788,"S27W60(752"",-446"")",/,/,/,/,-
318,2020.12.03,12789,"S25W11(168"",-420"")",/,/,/,/,-
319,2020.12.04,12785,"S23W87(894"",-380"")",α/α,Hsx/Hsx,0160/0080,01/01,-
320,2020.12.04,12786,"S17W69(870"",-287"")",α/α,Hkx/Hkx,0410/0370,03/06,- / C1.7(01:45)
321,2020.12.04,12790,"S22E24(-368"",-371"")",α/β,Hsx/Cao,0110/0080,06/04,- / C1.4(23:46) C1.2(09:55)
322,2020.12.04,12787,"N30W30(422"",483"")",/,/,/,/,-
323,2020.12.04,12788,"S27W74(834"",-443"")",/,/,/,/,-
324,2020.12.04,12789,"S25W25(374"",-417"")",/,/,/,/,-
325,2020.12.05,12785,"S22W91(902"",-364"")",α/α,Hsx/Hsx,0120/0160,01/01,C1.2(11:20)  / -
326,2020.12.05,12786,"S17W83(924"",-285"")",α/α,Hkx/Hkx,0460/0410,03/03,-
327,2020.12.05,12790,"S23E12(-187"",-385"")",β/α,Cao/Hsx,0100/0110,04/06,C1.2(17:59) C1.6(00:16) / -
328,2020.12.05,12787,"N30W44(587"",485"")",/,/,/,/,-
329,2020.12.05,12788,"S27W88(866"",-442"")",/,/,/,/,-
330,2020.12.05,12789,"S25W39(556"",-415"")",/,/,/,/,-
331,2020.12.06,12786,"S17W91(930"",-284"")",β/α,Cko/Hkx,0350/0460,03/03,-
332,2020.12.06,12790,"S23W00(0"",-383"")",β/β,Cso/Cao,0070/0100,04/04,C1.6(13:18)/ C1.2(17:59) C1.6(00:16)
333,2020.12.06,12791,"S16E33(-511"",-270"")",β/-,Bxo/---,0020/----,05/--,-
334,2020.12.06,12787,"N30W58(716"",486"")",/,/,/,/,-
335,2020.12.06,12788,"S27W91(867"",-441"")",/,/,/,/,-
336,2020.12.06,12789,"S25W53(706"",-413"")",/,/,/,/,-
337,2020.12.07,12790,"S23W14(217"",-381"")",α/β,Hsx/Cso,0060/0070,01/04,C7.4(15:46)/ C1.6(13:18)
338,2020.12.07,12791,"S16E18(-290"",-269"")",β/β,Bxo/Bxo,0020/0020,04/05,-
339,2020.12.07,12787,"N30W72(802"",487"")",/,/,/,/,-
340,2020.12.07,12789,"S25W67(813"",-411"")",/,/,/,/,-
341,2020.12.08,12790,"S22W27(411"",-364"")",α/α,Hsx/Hsx,0050/0060,01/01,- / C7.4(15:46)
342,2020.12.08,12791,"S15E03(-49"",-250"")",α/β,Axx/Bxo,0010/0020,02/04,-
343,2020.12.08,12787,"N30W86(841"",487"")",/,/,/,/,-
344,2020.12.08,12789,"S25W81(872"",-411"")",/,/,/,/,-
345,2020.12.09,12790,"S21W41(598"",-346"")",α/α,Hsx/Hsx,0070/0050,01/01,-
346,2020.12.09,12787,"N30W91(843"",486"")",/,/,/,/,-
347,2020.12.09,12789,"S25W91(882"",-411"")",/,/,/,/,-
348,2020.12.09,12791,"S15W11(180"",-248"")",/α,/Axx,/0010,/02,-
349,2020.12.10,12790,"S23W54(727"",-377"")",α/α,Hsx/Hsx,0050/0070,01/01,-
350,2020.12.10,12791,"S15W25(399"",-247"")",/,/,/,/,-
351,2020.12.11,12790,"S22W67(832"",-362"")",α/α,Hsx/Hsx,0080/0050,01/01,-
352,2020.12.11,12791,"S15W39(594"",-246"")",/,/,/,/,-
353,2020.12.12,12790,"S23W80(883"",-379"")",α/α,Hsx/Hsx,0060/0080,01/01,-
354,2020.12.12,12791,"S15W53(753"",-246"")",/,/,/,/,-
355,2020.12.13,12790,"S23W91(896"",-380"")",α/α,Hrx/Hsx,0020/0060,01/01,-
356,2020.12.13,12792,"S23E55(-736"",-374"")",β/-,Bxo/---,0010/----,03/--,-
357,2020.12.13,12791,"S15W67(867"",-247"")",/,/,/,/,-
358,2020.12.14,12792,"S22E40(-582"",-355"")",β/β,Bxo/Bxo,0010/0010,04/03,C4.0(14:09)  / -
359,2020.12.14,12791,"S15W81(930"",-249"")",/,/,/,/,-
360,2020.12.15,12792,"S22E27(-411"",-351"")",β/β,Bxo/Bxo,0010/0010,03/04,- / C4.0(14:09)
361,2020.12.15,12793,"S16E48(-698"",-257"")",α/-,Axx/---,0010/----,02/--,-
362,2020.12.15,12791,"S15W91(940"",-252"")",/,/,/,/,-
363,2020.12.16,12792,"S22E14(-219"",-348"")",β/β,Bxo/Bxo,0010/0010,02/03,-
364,2020.12.16,12793,"S15E37(-568"",-237"")",β/α,Cro/Axx,0020/0010,03/02,-
365,2020.12.17,12793,"S15E23(-369"",-233"")",β/β,Cro/Cro,0030/0020,02/03,-
366,2020.12.17,12792,"S22W00(0"",-346"")",/β,/Bxo,/0010,/02,-
367,2020.12.18,12793,"S15E10(-164"",-230"")",β/β,Bxo/Cro,0010/0030,02/02,-
368,2020.12.18,12792,"S22W14(219"",-344"")",/,/,/,/,-
369,2020.12.19,12792,"S22W27(411"",-344"")",/,/,/,/,-
370,2020.12.19,12793,"S15W04(65"",-227"")",/β,/Bxo,/0010,/02,-
371,2020.12.20,12792,"S22W41(594"",-346"")",/,/,/,/,-
372,2020.12.20,12793,"S15W18(292"",-227"")",/,/,/,/,-
373,2020.12.21,12794,"S17E66(-853"",-273"")",α/-,Hsx/---,0120/----,01/--,-
374,2020.12.21,12792,"S22W55(742"",-349"")",/,/,/,/,-
375,2020.12.21,12793,"S15W32(500"",-228"")",/,/,/,/,-
376,2020.12.22,12794,"S16E56(-778"",-251"")",α/α,Hsx/Hsx,0170/0120,01/01,-
377,2020.12.22,12792,"S22W69(845"",-354"")",/,/,/,/,-
378,2020.12.22,12793,"S15W46(679"",-230"")",/,/,/,/,-
379,2020.12.23,12794,"S17E41(-613"",-260"")",α/α,Hsx/Hsx,0170/0170,01/01,-
380,2020.12.23,12792,"S22W83(897"",-361"")",/,/,/,/,-
381,2020.12.23,12793,"S15W60(817"",-235"")",/,/,/,/,-
382,2020.12.24,12794,"S16E33(-512"",-240"")",α/α,Hsx/Hsx,0180/0170,01/01,-
383,2020.12.24,12795,"S17E60(-809"",-268"")",β/-,Cro/---,0040/----,06/--,-
384,2020.12.24,12792,"S22W91(903"",-365"")",/,/,/,/,-
385,2020.12.24,12793,"S15W69(880"",-240"")",/,/,/,/,-
386,2020.12.25,12794,"S17E14(-226"",-249"")",α/α,Hsx/Hsx,0150/0180,01/01,-
387,2020.12.25,12795,"S18E42(-622"",-274"")",β/β,Dao/Cro,0200/0040,04/06,-
388,2020.12.25,12793,"S15W88(941"",-250"")",/,/,/,/,-
389,2020.12.26,12794,"S16E02(-32"",-230"")",α/α,Hsx/Hsx,0220/0150,01/01,-
390,2020.12.26,12795,"S17E29(-453"",-251"")",β/β,Dao/Dao,0180/0200,09/04,-
391,2020.12.26,12793,"S15W91(941"",-252"")",/,/,/,/,-
392,2020.12.27,12794,"S16W11(179"",-228"")",α/α,Hsx/Hsx,0210/0220,01/01,-
393,2020.12.27,12795,"S17E17(-273"",-246"")",β/β,Dao/Dao,0180/0180,10/09,-
394,2020.12.28,12794,"S16W24(382"",-229"")",α/α,Hsx/Hsx,0210/0210,01/01,-
395,2020.12.28,12795,"S17E03(-49"",-242"")",β/β,Dso/Dao,0150/0180,05/10,-
396,2020.12.29,12794,"S16W38(579"",-233"")",α/α,Hsx/Hsx,0180/0210,01/01,-
397,2020.12.29,12795,"S17W10(162"",-241"")",β/β,Dao/Dso,0120/0150,05/05,-
398,2020.12.30,12794,"S17W51(726"",-255"")",α/α,Hsx/Hsx,0180/0180,01/01,-
399,2020.12.30,12795,"S19W22(346"",-275"")",β/β,Cao/Dao,0130/0120,05/05,-
400,2020.12.31,12794,"S15W66(862"",-232"")",α/α,Hsx/Hsx,0170/0180,01/01,-
401,2020.12.31,12795,"S18W37(560"",-263"")",β/β,Cro/Cao,0040/0130,05/05,-
