,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
848,2021.11.12,12893,"N21W88(904"",345"")",α/α,Hsx/Hsx,0110/0130,01/01,-
849,2021.11.12,12894,"S27W21(310"",-484"")",α/α,Hax/Hsx,0160/0150,03/01,-
850,2021.11.12,12895,"N22W04(62"",315"")",β/β,Cro/Dso,0030/0130,05/05,-
851,2021.11.13,12893,"N16W91(931"",267"")",α/α,Hsx/Hsx,0070/0110,01/01,-
852,2021.11.13,12894,"S27W29(420"",-480"")",βγ/α,Dao/Hax,0130/0160,05/03,-
853,2021.11.13,12895,"N23W18(276"",335"")",β/β,Bxo/Cro,0020/0030,03/05,-
854,2021.11.14,12894,"S28W45(606"",-486"")",β/βγ,Cso/Dao,0100/0130,03/05,-
855,2021.11.14,12895,"N22W32(478"",325"")",α/β,Axx/Bxo,0010/0020,01/03,-
856,2021.11.15,12894,"S28W62(757"",-474"")",α/β,Hsx/Cso,0110/0100,02/03,-
857,2021.11.15,12896,"S18E60(-800"",-322"")",α/-,Hsx/---,0060/----,01/--,-
858,2021.11.15,12895,"N22W46(648"",333"")",/α,/Axx,/0010,/01,-
859,2021.11.16,12894,"S28W74(823"",-466"")",α/α,Hsx/Hsx,0070/0110,02/02,-
860,2021.11.16,12896,"S18E46(-665"",-329"")",α/α,Hsx/Hsx,0060/0060,01/01,-
861,2021.11.16,12895,"N22W60(780"",343"")",/,/,/,/,-
862,2021.11.17,12894,"S27W87(863"",-442"")",α/α,Hsx/Hsx,0160/0070,02/02,-
863,2021.11.17,12896,"S18E32(-490"",-335"")",α/α,Hsx/Hsx,0090/0060,01/01,-
864,2021.11.17,12897,"N15E50(-719"",225"")",α/-,Hsx/---,0080/----,02/--,-
865,2021.11.17,12895,"N22W74(865"",352"")",/,/,/,/,-
866,2021.11.18,12894,"S28W91(856"",-454"")",α/α,Hsx/Hsx,0100/0160,01/02,-
867,2021.11.18,12896,"S18E20(-316"",-337"")",α/α,Hsx/Hsx,0090/0090,01/01,-
868,2021.11.18,12897,"N16E36(-550"",236"")",α/α,Hsx/Hsx,0080/0080,01/02,-
869,2021.11.18,12895,"N22W88(899"",361"")",/,/,/,/,-
870,2021.11.19,12896,"S18E06(-96"",-337"")",α/α,Hsx/Hsx,0020/0090,01/01,-
871,2021.11.19,12897,"N17E19(-303"",249"")",α/α,Hsx/Hsx,0020/0080,01/01,-
872,2021.11.19,12895,"N22W91(899"",363"")",/,/,/,/,-
873,2021.11.20,12896,"S17W07(113"",-319"")",α/α,Hsx/Hsx,0020/0020,01/01,-
874,2021.11.20,12897,"N16E05(-81"",233"")",α/α,Hsx/Hsx,0020/0020,01/01,-
875,2021.11.21,12896,"S17W20(318"",-315"")",α/α,Hsx/Hsx,0020/0020,01/01,-
876,2021.11.21,12897,"N17W08(129"",252"")",α/α,Hsx/Hsx,0020/0020,01/01,-
877,2021.11.22,12896,"S18W34(518"",-326"")",α/α,Hrx/Hsx,0010/0020,01/01,-
878,2021.11.22,12897,"N15W21(337"",222"")",α/α,Hsx/Hsx,0010/0020,01/01,-
879,2021.11.23,12896,"S18W46(666"",-320"")",α/α,Hsx/Hrx,0010/0010,01/01,-
880,2021.11.23,12897,"N15W35(540"",228"")",α/α,Hsx/Hsx,0020/0010,01/01,-
881,2021.11.24,12896,"S17W60(806"",-298"")",α/α,Axx/Hsx,0020/0010,01/01,-
882,2021.11.24,12897,"N15W47(688"",233"")",β/α,Bxo/Hsx,0030/0020,03/01,-
883,2021.11.24,12898,"S24E33(-485"",-418"")",β/-,Cro/---,0030/----,05/--,-
884,2021.11.25,12896,"S17W74(894"",-291"")",α/α,Axx/Axx,0010/0020,01/01,-
885,2021.11.25,12897,"N15W60(814"",239"")",α/β,Axx/Bxo,0010/0030,01/03,-
886,2021.11.25,12898,"S24E19(-290"",-419"")",β/β,Cro/Cro,0030/0030,07/05,-
887,2021.11.26,12898,"S24E05(-77"",-418"")",β/β,Dro/Cro,0090/0030,10/07,-
888,2021.11.26,12896,"S17W88(928"",-284"")",/α,/Axx,/0010,/01,-
889,2021.11.26,12897,"N15W74(903"",245"")",/α,/Axx,/0010,/01,-
890,2021.11.27,12898,"S24W08(124"",-416"")",β/β,Dao/Dro,0120/0090,10/10,-
891,2021.11.27,12899,"S21W74(873"",-354"")",β/-,Bxo/---,0020/----,05/--,-
892,2021.11.27,12900,"S28W24(350"",-475"")",β/-,Cro/---,0050/----,07/--,-
893,2021.11.27,12896,"S17W91(929"",-283"")",/,/,/,/,-
894,2021.11.27,12897,"N15W88(938"",250"")",/,/,/,/,-
895,2021.11.28,12898,"S24W18(275"",-414"")",β/β,Dao/Dao,0140/0120,10/10,-
896,2021.11.28,12899,"S21W90(907"",-348"")",β/β,Bxo/Bxo,0050/0020,04/05,-
897,2021.11.28,12900,"S27W36(510"",-456"")",β/β,Dso/Cro,0130/0050,09/07,-
898,2021.11.28,12897,"N15W91(938"",251"")",/,/,/,/,-
899,2021.11.29,12898,"S24W34(498"",-410"")",β/β,Cso/Dao,0090/0140,07/10,-
900,2021.11.29,12900,"S26W48(651"",-437"")",β/β,Dso/Dso,0160/0130,15/09,-
901,2021.11.29,12901,"N16E52(-738"",258"")",α/-,Hsx/---,0020/----,01/--,-
902,2021.11.29,12899,"S21W91(907"",-348"")",/β,/Bxo,/0050,/04,-
903,2021.11.30,12898,"S24W48(662"",-406"")",β/β,Cso/Cso,0090/0090,05/07,-
904,2021.11.30,12900,"S26W63(780"",-433"")",β/β,Dao/Dso,0240/0160,11/15,-
905,2021.11.30,12901,"N15E38(-580"",240"")",α/α,Hsx/Hsx,0030/0020,01/01,-
906,2021.12.01,12898,"S25W64(793"",-417"")",α/β,Hsx/Cso,0100/0090,01/05,-
907,2021.12.01,12900,"S27W76(841"",-444"")",β/β,Dao/Dao,0240/0240,03/11,-
908,2021.12.01,12901,"N15E25(-398"",241"")",α/α,Axx/Hsx,0010/0030,01/01,-
909,2021.12.01,12902,"N18W18(287"",289"")",β/-,Cro/---,0030/----,05/--,-
910,2021.12.01,12903,"S17E29(-452"",-296"")",α/-,Axx/---,0010/----,01/--,-
911,2021.12.02,12898,"S25W77(859"",-413"")",α/α,Hsx/Hsx,0110/0100,01/01,-
912,2021.12.02,12900,"S27W88(866"",-441"")",β/β,Dao/Dao,0210/0240,02/03,-
913,2021.12.02,12902,"N18W31(478"",292"")",β/β,Dro/Cro,0030/0030,04/05,-
914,2021.12.02,12901,"N16E12(-195"",258"")",/α,/Axx,/0010,/01,-
915,2021.12.02,12903,"S18E17(-271"",-311"")",/α,/Axx,/0010,/01,-
916,2021.12.03,12898,"S25W90(881"",-411"")",α/α,Hsx/Hsx,0100/0110,01/01,-
917,2021.12.03,12900,"S27W91(866"",-441"")",α/β,Axx/Dao,0000/0210,01/02,-
918,2021.12.03,12902,"N18W45(656"",295"")",β/β,Dsi/Dro,0100/0030,13/04,-
919,2021.12.03,12901,"N16W02(32"",260"")",/,/,/,/,-
920,2021.12.03,12903,"S18E03(-48"",-310"")",/,/,/,/,-
921,2021.12.04,12898,"S26W91(874"",-426"")",β/α,Cso/Hsx,0080/0100,04/01,C1.3(19:30) C1.8(15:48)C1.2(10:15)C1.0(10:05)C1.2(08:19)C2.3(07:34)C1.4(07:14)C2.5(06:44)C4.2(04:43) / -
922,2021.12.04,12902,"N18W58(786"",297"")",β/β,Cro/Dsi,0060/0100,05/13,-
923,2021.12.04,12901,"N16W16(258"",263"")",/,/,/,/,-
924,2021.12.04,12903,"S18W12(193"",-308"")",/,/,/,/,-
925,2021.12.05,12901,"N21W31(469"",346"")",β/,Bxo/,0010/,02/,-
926,2021.12.05,12902,"N15W74(904"",250"")",α/β,Hrx/Cro,0020/0060,02/05,-
927,2021.12.05,12904,"S26E42(-587"",-431"")",α/-,Axx/---,0010/----,01/--,-
928,2021.12.05,12903,"S18W26(407"",-305"")",/,/,/,/,-
929,2021.12.06,12902,"N13W87(947"",218"")",α/α,Axx/Hrx,0010/0020,01/02,-
930,2021.12.06,12903,"S18W36(546"",-303"")",β/,Bxo/,0010/,02/,-
931,2021.12.06,12904,"S27E33(-473"",-445"")",β/α,Bxo/Axx,0030/0010,03/01,-
932,2021.12.06,12901,"N21W45(644"",348"")",/β,/Bxo,/0010,/02,-
933,2021.12.07,12904,"S27E17(-254"",-443"")",β/β,Bxo/Bxo,0010/0030,04/03,-
934,2021.12.07,12901,"N21W59(780"",349"")",/,/,/,/,-
935,2021.12.07,12902,"N13W91(948"",218"")",/α,/Axx,/0010,/01,-
936,2021.12.07,12903,"S18W50(711"",-301"")",/β,/Bxo,/0010,/02,-
937,2021.12.08,12904,"S26E04(-61"",-426"")",β/β,Bxo/Bxo,0010/0010,03/04,-
938,2021.12.08,12901,"N21W73(870"",349"")",/,/,/,/,-
939,2021.12.08,12903,"S18W64(833"",-300"")",/,/,/,/,-
940,2021.12.09,12901,"N21W87(907"",349"")",/,/,/,/,-
941,2021.12.09,12903,"S18W78(906"",-300"")",/,/,/,/,-
942,2021.12.09,12904,"S26W09(137"",-424"")",/β,/Bxo,/0010,/03,-
943,2021.12.10,12901,"N21W91(908"",348"")",/,/,/,/,-
944,2021.12.10,12903,"S18W91(925"",-301"")",/,/,/,/,-
945,2021.12.10,12904,"S26W23(343"",-423"")",/,/,/,/,-
946,2021.12.11,12904,"S26W37(528"",-422"")",/,/,/,/,-
947,2021.12.12,12904,"S26W51(682"",-422"")",/,/,/,/,-
948,2021.12.13,12905,"S11E32(-508"",-175"")",β/-,Cro/---,0030/----,02/--,-
949,2021.12.13,12904,"S26W65(794"",-422"")",/,/,/,/,-
950,2021.12.14,12905,"S11E19(-312"",-172"")",β/β,Cro/Cro,0020/0030,03/02,-
951,2021.12.14,12906,"S29E26(-374"",-462"")",β/-,Bxo/---,0010/----,04/--,-
952,2021.12.14,12907,"S21E48(-677"",-340"")",β/-,Bxo/---,0010/----,03/--,-
953,2021.12.14,12904,"S26W77(854"",-424"")",/,/,/,/,-
954,2021.12.15,12905,"S11E04(-67"",-169"")",α/β,Hrx/Cro,0010/0020,01/03,-
955,2021.12.15,12906,"S29E12(-177"",-459"")",β/β,Cso/Bxo,0050/0010,04/04,- / C1.6(21:55)
956,2021.12.15,12907,"S21E37(-549"",-337"")",βγ/β,Dsc/Bxo,0050/0010,05/03,-
957,2021.12.15,12904,"S26W91(875"",-427"")",/,/,/,/,-
958,2021.12.16,12905,"S11W09(150"",-167"")",α/α,Axx/Hrx,0000/0010,01/01,-
959,2021.12.16,12906,"S29W03(44"",-457"")",β/β,Dao/Cso,0120/0050,04/04,C1.3(03:44) C1.4(03:26) / -
960,2021.12.16,12907,"S21E27(-414"",-334"")",βγ/βγ,Dki/Dsc,0260/0050,12/05,-
961,2021.12.16,12908,"S21E46(-656"",-337"")",β/-,Dko/---,0300/----,06/--,-
962,2021.12.16,12909,"S21E58(-773"",-340"")",β/-,Dao/---,0150/----,06/--,-
963,2021.12.17,12905,"S12W23(374"",-184"")",α/α,Axx/Axx,0010/0000,01/01,-
964,2021.12.17,12906,"S29W16(235"",-456"")",β/β,Cso/Dao,0060/0120,09/04,-
965,2021.12.17,12907,"S20E14(-222"",-315"")",βγ/βγ,Dai/Dki,0180/0260,23/12,-
966,2021.12.17,12908,"S20E31(-473"",-317"")",β/β,Dao/Dko,0210/0300,10/06,-
967,2021.12.17,12909,"S21E46(-656"",-336"")",β/β,Dao/Dao,0150/0150,05/06,-
968,2021.12.17,12910,"N13W28(447"",238"")",β/-,Cro/---,0020/----,06/--,-
969,2021.12.17,12911,"N19E58(-783"",328"")",β/-,Cro/---,0020/----,03/--,-
970,2021.12.18,12906,"S29W28(401"",-455"")",β/β,Cso/Cso,0050/0060,07/09,-
971,2021.12.18,12907,"S19W00(0"",-296"")",βγ/βγ,Dhi/Dai,0280/0180,19/23,-
972,2021.12.18,12908,"S20E18(-284"",-313"")",βγ/β,Dki/Dao,0270/0210,18/10,-
973,2021.12.18,12909,"S21E30(-456"",-331"")",β/β,Dso/Dao,0210/0150,06/05,-
974,2021.12.18,12910,"N14W40(609"",254"")",β/β,Cro/Cro,0030/0020,05/06,-
975,2021.12.18,12911,"N19E42(-618"",334"")",β/β,Cao/Cro,0080/0020,04/03,-
976,2021.12.18,12905,"S12W37(575"",-184"")",/α,/Axx,/0010,/01,-
977,2021.12.19,12906,"S29W42(572"",-457"")",β/β,Cro/Cso,0020/0050,04/07,-
978,2021.12.19,12907,"S19W13(208"",-294"")",βγ/βγ,Dki/Dhi,0310/0280,24/19,-
979,2021.12.19,12908,"S19E03(-48"",-294"")",βγ/βγ,Dki/Dki,0270/0270,15/18,C1.8(19:04)  / -
980,2021.12.19,12909,"S21E17(-267"",-327"")",β/β,Dao/Dso,0210/0210,06/06,-
981,2021.12.19,12910,"N12W56(792"",217"")",β/β,Bxo/Cro,0010/0030,02/05,-
982,2021.12.19,12911,"N20E27(-417"",356"")",β/β,Cao/Cao,0080/0080,06/04,-
983,2021.12.19,12905,"S12W51(743"",-187"")",/,/,/,/,-
984,2021.12.20,12906,"S29W57(716"",-460"")",α/β,Hrx/Cro,0020/0020,01/04,-
985,2021.12.20,12907,"S21W26(400"",-327"")",βγ/βγ,Dki/Dki,0250/0310,15/24,C1.0(16:34)C1.4(15:57)C1.4(13:48)C2.9(10:37)C1.1(09:19)C1.2(08:43)C1.3(06:33)/ C3.7(20:59) C1.8(19:04)
986,2021.12.20,12908,"S21W10(158"",-324"")",β/βγ,Eai/Dki,0240/0270,13/15,M1.8(11:12) C1.5(04:29)C1.6(00:17) / -
987,2021.12.20,12909,"S21E04(-63"",-324"")",β/β,Cao/Dao,0120/0210,04/06,C1.5(17:32)  / -
988,2021.12.20,12910,"N13W65(862"",231"")",α/β,Hsx/Bxo,0020/0010,02/02,-
989,2021.12.20,12911,"N20E13(-206"",360"")",α/β,Hax/Cao,0050/0080,03/06,-
990,2021.12.20,12912,"S12E52(-753"",-186"")",α/-,Hsx/---,0040/----,01/--,-
991,2021.12.20,12905,"S12W65(865"",-191"")",/,/,/,/,-
992,2021.12.21,12906,"S29W69(797"",-463"")",α/α,Axx/Hrx,0010/0020,01/01,-
993,2021.12.21,12907,"S21W38(562"",-328"")",βγ/βγ,Dai/Dki,0150/0250,13/15,-
994,2021.12.21,12908,"S21W23(357"",-324"")",β/β,Cai/Eai,0100/0240,10/13,- / C1.0(16:34) C1.4(15:57)C1.4(13:48)
995,2021.12.21,12909,"S21W11(174"",-323"")",β/β,Cso/Cao,0100/0120,05/04,C5.5(01:44)/ C1.4(20:23)
996,2021.12.21,12910,"N14W77(922"",242"")",α/α,Axx/Hsx,0010/0020,02/02,-
997,2021.12.21,12911,"N20E02(-32"",363"")",α/α,Hrx/Hax,0020/0050,02/03,-
998,2021.12.21,12912,"S12E40(-615"",-180"")",α/α,Hsx/Hsx,0030/0040,01/01,-
999,2021.12.21,12913,"S28E20(-295"",-434"")",α/-,Axx/---,0010/----,01/--,-
1000,2021.12.21,12905,"S12W79(936"",-197"")",/,/,/,/,-
1001,2021.12.22,12907,"S21W50(699"",-330"")",βγ/βγ,Dai/Dai,0200/0150,14/13,C2.4(19:31)C8.8(17:56)C3.4(10:14)C4.0(05:15)C1.5(04:36)/ C4.9(22:29)
1002,2021.12.22,12908,"S20W37(553"",-310"")",β/β,Dsi/Cai,0100/0100,18/10,C2.9(10:04)  / -
1003,2021.12.22,12909,"S21W24(371"",-323"")",α/β,Hax/Cso,0080/0100,03/05,- / C1.0(13:45) C4.9(07:06)C3.3(04:48)
1004,2021.12.22,12910,"N15W91(941"",251"")",β/α,Cro/Axx,0020/0010,03/02,-
1005,2021.12.22,12911,"N20W10(159"",364"")",α/α,Hrx/Hrx,0020/0020,01/02,-
1006,2021.12.22,12912,"S12E27(-434"",-175"")",α/α,Hsx/Hsx,0030/0030,01/01,-
1007,2021.12.22,12913,"S28E07(-105"",-431"")",α/α,Axx/Axx,0010/0010,01/01,-
1008,2021.12.22,12914,"S17E11(-178"",-255"")",β/-,Bxo/---,0010/----,02/--,-
1009,2021.12.22,12915,"N16E24(-382"",298"")",β/-,Dso/---,0030/----,03/--,-
1010,2021.12.22,12916,"S18E70(-872"",-291"")",α/-,Hsx/---,0100/----,01/--,-
1011,2021.12.22,12905,"S12W91(953"",-203"")",/,/,/,/,-
1012,2021.12.22,12906,"S29W83(846"",-469"")",/α,/Axx,/0010,/01,-
1013,2021.12.23,12907,"S21W62(805"",-334"")",βγ/βγ,Eai/Dai,0230/0200,14/14,-
1014,2021.12.23,12908,"S20W51(714"",-313"")",βγ/β,Dai/Dsi,0100/0100,16/18,-
1015,2021.12.23,12909,"S21W38(562"",-325"")",α/α,Hsx/Hax,0070/0080,03/03,-
1016,2021.12.23,12911,"N20W24(374"",364"")",α/α,Axx/Hrx,0010/0020,01/01,-
1017,2021.12.23,12912,"S12E15(-247"",-170"")",α/α,Hrx/Hsx,0020/0030,01/01,-
1018,2021.12.23,12915,"N16E10(-163"",302"")",β/β,Dro/Dso,0030/0030,03/03,-
1019,2021.12.23,12916,"S17E57(-783"",-267"")",β/α,Dso/Hsx,0240/0100,03/01,-
1020,2021.12.23,12917,"S27E18(-269"",-415"")",β/-,Bxo/---,0010/----,02/--,-
1021,2021.12.23,12918,"N20E40(-590"",359"")",β/-,Cro/---,0020/----,04/--,-
1022,2021.12.23,12906,"S29W91(852"",-472"")",/,/,/,/,C1.1(18:38)  / -
1023,2021.12.23,12910,"N15W91(941"",251"")",/β,/Cro,/0020,/03,-
1024,2021.12.23,12913,"S28W07(105"",-429"")",/α,/Axx,/0010,/01,C1.0(16:14) C1.8(13:26)C1.4(13:16) / -
1025,2021.12.23,12914,"S17W03(49"",-253"")",/β,/Bxo,/0010,/02,C1.2(17:35) C1.0(15:09)C1.4(12:41) / -
1026,2021.12.24,12907,"S22W77(881"",-357"")",βγ/βγ,Eki/Eai,0300/0230,17/14,-
1027,2021.12.24,12908,"S20W64(825"",-318"")",β/βγ,Cai/Dai,0100/0100,10/16,-
1028,2021.12.24,12909,"S21W51(709"",-328"")",α/α,Hax/Hsx,0050/0070,02/03,-
1029,2021.12.24,12911,"N20W37(553"",361"")",α/α,Axx/Axx,0010/0010,01/01,-
1030,2021.12.24,12912,"S12E01(-16"",-167"")",α/α,Hrx/Hrx,0010/0020,01/01,-
1031,2021.12.24,12915,"N17W02(32"",321"")",β/β,Cro/Dro,0030/0030,02/03,-
1032,2021.12.24,12916,"S16E43(-641"",-243"")",β/β,Dso/Dso,0190/0240,07/03,-
1033,2021.12.24,12917,"S27E06(-91"",-411"")",β/β,Cro/Bxo,0030/0010,07/02,-
1034,2021.12.24,12918,"N20E26(-403"",365"")",β/β,Dao/Cro,0080/0020,06/04,-
1035,2021.12.24,12913,"S25W21(317"",-382"")",/,/,/,/,C5.1(02:27)/ C1.1(18:38) C1.0(16:14)C1.8(13:26)
1036,2021.12.24,12914,"S17W17(273"",-252"")",/,/,/,/,C4.2(09:59)C3.0(08:10)C5.5(07:02)/ C1.3(23:30) C1.2(17:35)C1.0(15:09)C1.1(14:54)C1.4(13:52)
1037,2021.12.25,12907,"S22W90(904"",-365"")",βγ/βγ,Ehi/Eki,0280/0300,15/17,C1.3(06:37)/ C1.8(22:56) C1.3(22:27)C4.2(09:59)
1038,2021.12.25,12908,"S20W78(897"",-326"")",β/β,Cro/Cai,0020/0100,04/10,- / C3.0(08:10)
1039,2021.12.25,12909,"S21W65(826"",-334"")",α/α,Hrx/Hax,0020/0050,01/02,-
1040,2021.12.25,12912,"S12W12(199"",-166"")",α/α,Hrx/Hrx,0020/0010,01/01,C1.4(01:26)  / -
1041,2021.12.25,12915,"N16W15(243"",305"")",β/β,Cro/Cro,0020/0030,03/02,-
1042,2021.12.25,12916,"S18E30(-465"",-270"")",β/β,Dhi/Dso,0400/0190,17/07,-
1043,2021.12.25,12917,"S27W07(106"",-410"")",β/β,Cro/Cro,0050/0030,09/07,-
1044,2021.12.25,12918,"N19E12(-192"",354"")",β/β,Dai/Dao,0140/0080,15/06,-
1045,2021.12.25,12911,"N20W51(714"",356"")",/α,/Axx,/0010,/01,-
1046,2021.12.25,12913,"S25W35(508"",-384"")",/,/,/,/,-
1047,2021.12.25,12914,"S17W31(482"",-254"")",/,/,/,/,- / C5.2(11:33) C3.5(10:20)C3.7(07:47)
1048,2021.12.26,12908,"S20W91(916"",-333"")",α/β,Hax/Cro,0050/0020,01/04,C1.8(01:26)  / -
1049,2021.12.26,12912,"S13W26(418"",-184"")",α/α,Hrx/Hrx,0020/0020,01/01,-
1050,2021.12.26,12915,"N16W28(441"",304"")",α/β,Axx/Cro,0010/0020,01/03,- / C1.1(00:39)
1051,2021.12.26,12916,"S18E16(-256"",-265"")",βγδ/β,Ekc/Dhi,0450/0400,21/17,-
1052,2021.12.26,12917,"S28W18(267"",-425"")",β/β,Cro/Cro,0020/0050,05/09,-
1053,2021.12.26,12918,"N19W01(16"",357"")",β/β,Dki/Dai,0280/0140,17/15,C2.0(04:32)  / -
1054,2021.12.26,12919,"S11E47(-702"",-159"")",α/-,Hsx/---,0020/----,01/--,-
1055,2021.12.26,12909,"S21W79(894"",-342"")",/α,/Hrx,/0020,/01,-
1056,2021.12.26,12911,"N20W65(831"",349"")",/,/,/,/,-
1057,2021.12.26,12913,"S25W49(668"",-388"")",/,/,/,/,-
1058,2021.12.26,12914,"S17W45(661"",-258"")",/,/,/,/,-
1059,2021.12.27,12912,"S13W39(600"",-187"")",α/α,Axx/Hrx,0010/0020,01/01,-
1060,2021.12.27,12916,"S18E02(-32"",-261"")",β/βγδ,Ekc/Ekc,0430/0450,17/21,-
1061,2021.12.27,12918,"N19W15(239"",357"")",β/β,Dki/Dki,0260/0280,17/17,-
1062,2021.12.27,12919,"S11E33(-523"",-151"")",α/α,Hrx/Hsx,0020/0020,01/01,-
1063,2021.12.27,12920,"S17W43(638"",-255"")",β/-,Cro/---,0030/----,09/--,-
1064,2021.12.27,12909,"S21W91(910"",-349"")",/,/,/,/,- / C1.8(01:26)
1065,2021.12.27,12911,"N20W79(900"",341"")",/,/,/,/,-
1066,2021.12.27,12913,"S25W63(789"",-394"")",/,/,/,/,-
1067,2021.12.27,12914,"S17W59(801"",-264"")",/,/,/,/,-
1068,2021.12.27,12915,"N16W42(629"",299"")",/α,/Axx,/0010,/01,-
1069,2021.12.27,12917,"S28W32(457"",-427"")",/β,/Cro,/0020,/05,-
1070,2021.12.28,12916,"S15W06(98"",-210"")",β/β,Ekc/Ekc,0480/0430,21/17,-
1071,2021.12.28,12918,"N21W24(371"",388"")",β/β,Dai/Dki,0180/0260,15/17,C2.6(02:46)  / -
1072,2021.12.28,12919,"S11E28(-451"",-147"")",α/α,Hrx/Hrx,0010/0020,01/01,-
1073,2021.12.28,12920,"S16W55(769"",-244"")",β/β,Cao/Cro,0070/0030,08/09,-
1074,2021.12.28,12911,"N20W91(916"",332"")",/,/,/,/,-
1075,2021.12.28,12912,"S13W53(760"",-193"")",/α,/Axx,/0010,/01,-
1076,2021.12.28,12913,"S25W77(862"",-403"")",/,/,/,/,-
1077,2021.12.28,12914,"S17W73(893"",-272"")",/,/,/,/,-
1078,2021.12.28,12915,"N16W56(779"",293"")",/,/,/,/,-
1079,2021.12.28,12917,"S28W46(621"",-431"")",/,/,/,/,-
1080,2021.12.29,12916,"S15W20(323"",-210"")",β/β,Eki/Ekc,0480/0480,18/21,C4.6(04:18)  / -
1081,2021.12.29,12917,"S28W60(747"",-437"")",α/,Axx/,0010/,01/,-
1082,2021.12.29,12918,"N21W38(562"",384"")",βγ/β,Eai/Dai,0180/0180,15/15,-
1083,2021.12.29,12919,"S11E14(-232"",-142"")",α/α,Hrx/Hrx,0010/0010,01/01,-
1084,2021.12.29,12920,"S16W69(876"",-252"")",β/β,Bxo/Cao,0070/0070,08/08,-
1085,2021.12.29,12921,"N30W76(820"",497"")",β/-,Dao/---,0110/----,04/--,-
1086,2021.12.29,12912,"S13W67(876"",-201"")",/,/,/,/,-
1087,2021.12.29,12913,"S25W91(883"",-412"")",/,/,/,/,-
1088,2021.12.29,12914,"S17W87(931"",-282"")",/,/,/,/,-
1089,2021.12.29,12915,"N16W70(882"",284"")",/,/,/,/,-
1090,2021.12.30,12916,"S17W34(523"",-247"")",β/β,Ehi/Eki,0420/0480,14/18,-
1091,2021.12.30,12917,"S26W74(843"",-415"")",α/α,Axx/Axx,0010/0010,01/01,-
1092,2021.12.30,12918,"N19W52(728"",346"")",β/βγ,Cri/Eai,0210/0180,10/15,-
1093,2021.12.30,12919,"S11W00(0"",-138"")",α/α,Hrx/Hrx,0020/0010,01/01,-
1094,2021.12.30,12921,"N29W90(852"",472"")",β/β,Dso/Dao,0180/0110,03/04,-
1095,2021.12.30,12912,"S13W81(939"",-211"")",/,/,/,/,-
1096,2021.12.30,12914,"S17W91(932"",-285"")",/,/,/,/,-
1097,2021.12.30,12915,"N16W84(932"",273"")",/,/,/,/,-
1098,2021.12.30,12920,"S17W82(924"",-278"")",/β,/Bxo,/0070,/08,-
1099,2021.12.31,12916,"S16W48(698"",-236"")",βγ/β,Esi/Ehi,0640/0420,14/14,-
1100,2021.12.31,12917,"S27W88(868"",-440"")",α/α,Axx/Axx,0010/0010,01/01,-
1101,2021.12.31,12918,"N22W66(827"",384"")",β/β,Bxi/Cri,0060/0210,09/10,-
1102,2021.12.31,12919,"S11W13(216"",-137"")",α/α,Hrx/Hrx,0040/0020,01/01,-
1103,2021.12.31,12921,"N30W91(844"",486"")",β/β,Dso/Dso,0300/0180,02/03,-
1104,2021.12.31,12912,"S13W91(950"",-219"")",/,/,/,/,-
1105,2021.12.31,12915,"N16W91(937"",267"")",/,/,/,/,-
1106,2021.12.31,12920,"S17W91(932"",-285"")",/,/,/,/,-
